Week,Region,State,Abbreviation,Disease,Total,Month
196632,Southeast,ARKANSAS,AR,MEASLES,0,August
196633,Southeast,ARKANSAS,AR,MEASLES,0,August
196634,Southeast,ARKANSAS,AR,MEASLES,4,August
196635,Southeast,ARKANSAS,AR,MEASLES,1,August
196636,Southeast,ARKANSAS,AR,MEASLES,0,September
196637,Southeast,ARKANSAS,AR,MEASLES,0,September
196638,Southeast,ARKANSAS,AR,MEASLES,0,September
196639,Southeast,ARKANSAS,AR,MEASLES,0,September
196640,Southeast,ARKANSAS,AR,MEASLES,0,October
196641,Southeast,ARKANSAS,AR,MEASLES,0,October
196642,Southeast,ARKANSAS,AR,MEASLES,0,October
196643,Southeast,ARKANSAS,AR,MEASLES,1,October
196644,Southeast,ARKANSAS,AR,MEASLES,0,October
196645,Southeast,ARKANSAS,AR,MEASLES,7,November
196646,Southeast,ARKANSAS,AR,MEASLES,0,November
196647,Southeast,ARKANSAS,AR,MEASLES,3,November
196648,Southeast,ARKANSAS,AR,MEASLES,0,November
196650,Southeast,ARKANSAS,AR,MEASLES,174,December
196651,Southeast,ARKANSAS,AR,MEASLES,14,December
196652,Southeast,ARKANSAS,AR,MEASLES,207,December
196606,Southeast,ARKANSAS,AR,RUBELLA,1,February
196614,Southeast,ARKANSAS,AR,RUBELLA,1,April
196618,Southeast,ARKANSAS,AR,RUBELLA,1,May
196623,Southeast,ARKANSAS,AR,RUBELLA,1,June
196626,Southeast,ARKANSAS,AR,RUBELLA,1,June
196640,Southeast,ARKANSAS,AR,RUBELLA,1,October
196648,Southeast,ARKANSAS,AR,RUBELLA,4,November
196601,West,CALIFORNIA,CA,HEPATITIS A,89,January
196602,West,CALIFORNIA,CA,HEPATITIS A,122,January
196603,West,CALIFORNIA,CA,HEPATITIS A,98,January
196604,West,CALIFORNIA,CA,HEPATITIS A,132,January
196605,West,CALIFORNIA,CA,HEPATITIS A,130,January
196606,West,CALIFORNIA,CA,HEPATITIS A,143,February
196607,West,CALIFORNIA,CA,HEPATITIS A,149,February
196608,West,CALIFORNIA,CA,HEPATITIS A,101,February
196609,West,CALIFORNIA,CA,HEPATITIS A,101,February
196610,West,CALIFORNIA,CA,HEPATITIS A,106,March
196611,West,CALIFORNIA,CA,HEPATITIS A,112,March
196612,West,CALIFORNIA,CA,HEPATITIS A,93,March
196613,West,CALIFORNIA,CA,HEPATITIS A,102,March
196614,West,CALIFORNIA,CA,HEPATITIS A,101,April
196615,West,CALIFORNIA,CA,HEPATITIS A,86,April
196616,West,CALIFORNIA,CA,HEPATITIS A,110,April
196617,West,CALIFORNIA,CA,HEPATITIS A,78,April
196618,West,CALIFORNIA,CA,HEPATITIS A,96,May
196619,West,CALIFORNIA,CA,HEPATITIS A,126,May
196620,West,CALIFORNIA,CA,HEPATITIS A,106,May
196621,West,CALIFORNIA,CA,HEPATITIS A,124,May
196622,West,CALIFORNIA,CA,HEPATITIS A,106,May
196623,West,CALIFORNIA,CA,HEPATITIS A,107,June
196624,West,CALIFORNIA,CA,HEPATITIS A,121,June
196625,West,CALIFORNIA,CA,HEPATITIS A,128,June
196626,West,CALIFORNIA,CA,HEPATITIS A,140,June
196627,West,CALIFORNIA,CA,HEPATITIS A,119,July
196628,West,CALIFORNIA,CA,HEPATITIS A,92,July
196629,West,CALIFORNIA,CA,HEPATITIS A,164,July
196630,West,CALIFORNIA,CA,HEPATITIS A,126,July
196631,West,CALIFORNIA,CA,HEPATITIS A,108,July
196632,West,CALIFORNIA,CA,HEPATITIS A,120,August
196633,West,CALIFORNIA,CA,HEPATITIS A,119,August
196634,West,CALIFORNIA,CA,HEPATITIS A,110,August
196635,West,CALIFORNIA,CA,HEPATITIS A,98,August
196636,West,CALIFORNIA,CA,HEPATITIS A,88,September
196637,West,CALIFORNIA,CA,HEPATITIS A,112,September
196638,West,CALIFORNIA,CA,HEPATITIS A,128,September
196639,West,CALIFORNIA,CA,HEPATITIS A,131,September
196640,West,CALIFORNIA,CA,HEPATITIS A,114,October
196641,West,CALIFORNIA,CA,HEPATITIS A,112,October
196642,West,CALIFORNIA,CA,HEPATITIS A,145,October
196643,West,CALIFORNIA,CA,HEPATITIS A,121,October
196644,West,CALIFORNIA,CA,HEPATITIS A,131,October
196645,West,CALIFORNIA,CA,HEPATITIS A,133,November
196646,West,CALIFORNIA,CA,HEPATITIS A,113,November
196647,West,CALIFORNIA,CA,HEPATITIS A,114,November
196648,West,CALIFORNIA,CA,HEPATITIS A,115,November
196649,West,CALIFORNIA,CA,HEPATITIS A,115,December
196650,West,CALIFORNIA,CA,HEPATITIS A,94,December
196651,West,CALIFORNIA,CA,HEPATITIS A,92,December
196652,West,CALIFORNIA,CA,HEPATITIS A,112,December
196601,West,CALIFORNIA,CA,MEASLES,102,January
196602,West,CALIFORNIA,CA,MEASLES,156,January
196603,West,CALIFORNIA,CA,MEASLES,215,January
196604,West,CALIFORNIA,CA,MEASLES,194,January
196605,West,CALIFORNIA,CA,MEASLES,332,January
196606,West,CALIFORNIA,CA,MEASLES,295,February
196607,West,CALIFORNIA,CA,MEASLES,336,February
196608,West,CALIFORNIA,CA,MEASLES,504,February
196609,West,CALIFORNIA,CA,MEASLES,480,February
196610,West,CALIFORNIA,CA,MEASLES,523,March
196611,West,CALIFORNIA,CA,MEASLES,579,March
196612,West,CALIFORNIA,CA,MEASLES,706,March
196613,West,CALIFORNIA,CA,MEASLES,835,March
196614,West,CALIFORNIA,CA,MEASLES,654,April
196615,West,CALIFORNIA,CA,MEASLES,703,April
196616,West,CALIFORNIA,CA,MEASLES,925,April
196617,West,CALIFORNIA,CA,MEASLES,975,April
196618,West,CALIFORNIA,CA,MEASLES,997,May
196619,West,CALIFORNIA,CA,MEASLES,895,May
196620,West,CALIFORNIA,CA,MEASLES,756,May
196621,West,CALIFORNIA,CA,MEASLES,661,May
196622,West,CALIFORNIA,CA,MEASLES,616,May
196623,West,CALIFORNIA,CA,MEASLES,389,June
196624,West,CALIFORNIA,CA,MEASLES,431,June
196625,West,CALIFORNIA,CA,MEASLES,383,June
196626,West,CALIFORNIA,CA,MEASLES,241,June
196627,West,CALIFORNIA,CA,MEASLES,137,July
196628,West,CALIFORNIA,CA,MEASLES,99,July
196629,West,CALIFORNIA,CA,MEASLES,131,July
196630,West,CALIFORNIA,CA,MEASLES,79,July
196631,West,CALIFORNIA,CA,MEASLES,46,July
196632,West,CALIFORNIA,CA,MEASLES,31,August
196633,West,CALIFORNIA,CA,MEASLES,53,August
196634,West,CALIFORNIA,CA,MEASLES,28,August
196635,West,CALIFORNIA,CA,MEASLES,25,August
196636,West,CALIFORNIA,CA,MEASLES,22,September
196637,West,CALIFORNIA,CA,MEASLES,30,September
196638,West,CALIFORNIA,CA,MEASLES,23,September
196639,West,CALIFORNIA,CA,MEASLES,36,September
196640,West,CALIFORNIA,CA,MEASLES,25,October
196641,West,CALIFORNIA,CA,MEASLES,99,October
196642,West,CALIFORNIA,CA,MEASLES,46,October
196643,West,CALIFORNIA,CA,MEASLES,43,October
196644,West,CALIFORNIA,CA,MEASLES,43,October
196645,West,CALIFORNIA,CA,MEASLES,51,November
196646,West,CALIFORNIA,CA,MEASLES,45,November
196647,West,CALIFORNIA,CA,MEASLES,53,November
196648,West,CALIFORNIA,CA,MEASLES,31,November
196650,West,CALIFORNIA,CA,MEASLES,35,December
196651,West,CALIFORNIA,CA,MEASLES,71,December
196652,West,CALIFORNIA,CA,MEASLES,32,December
196601,West,CALIFORNIA,CA,RUBELLA,7,January
196602,West,CALIFORNIA,CA,RUBELLA,43,January
196603,West,CALIFORNIA,CA,RUBELLA,74,January
196604,West,CALIFORNIA,CA,RUBELLA,73,January
196605,West,CALIFORNIA,CA,RUBELLA,46,January
196606,West,CALIFORNIA,CA,RUBELLA,104,February
196607,West,CALIFORNIA,CA,RUBELLA,74,February
196608,West,CALIFORNIA,CA,RUBELLA,67,February
196609,West,CALIFORNIA,CA,RUBELLA,124,February
196610,West,CALIFORNIA,CA,RUBELLA,133,March
196611,West,CALIFORNIA,CA,RUBELLA,115,March
196612,West,CALIFORNIA,CA,RUBELLA,203,March
196613,West,CALIFORNIA,CA,RUBELLA,131,March
196614,West,CALIFORNIA,CA,RUBELLA,148,April
196615,West,CALIFORNIA,CA,RUBELLA,119,April
196616,West,CALIFORNIA,CA,RUBELLA,141,April
196617,West,CALIFORNIA,CA,RUBELLA,166,April
196618,West,CALIFORNIA,CA,RUBELLA,80,May
196619,West,CALIFORNIA,CA,RUBELLA,107,May
196620,West,CALIFORNIA,CA,RUBELLA,126,May
196621,West,CALIFORNIA,CA,RUBELLA,111,May
196622,West,CALIFORNIA,CA,RUBELLA,109,May
196623,West,CALIFORNIA,CA,RUBELLA,59,June
196624,West,CALIFORNIA,CA,RUBELLA,51,June
196625,West,CALIFORNIA,CA,RUBELLA,34,June
196626,West,CALIFORNIA,CA,RUBELLA,5,June
196627,West,CALIFORNIA,CA,RUBELLA,7,July
196628,West,CALIFORNIA,CA,RUBELLA,18,July
196629,West,CALIFORNIA,CA,RUBELLA,4,July
196630,West,CALIFORNIA,CA,RUBELLA,3,July
196631,West,CALIFORNIA,CA,RUBELLA,8,July
196632,West,CALIFORNIA,CA,RUBELLA,2,August
196633,West,CALIFORNIA,CA,RUBELLA,4,August
196634,West,CALIFORNIA,CA,RUBELLA,6,August
196635,West,CALIFORNIA,CA,RUBELLA,10,August
196637,West,CALIFORNIA,CA,RUBELLA,8,September
196638,West,CALIFORNIA,CA,RUBELLA,8,September
196639,West,CALIFORNIA,CA,RUBELLA,18,September
196640,West,CALIFORNIA,CA,RUBELLA,14,October
196641,West,CALIFORNIA,CA,RUBELLA,10,October
196642,West,CALIFORNIA,CA,RUBELLA,28,October
196643,West,CALIFORNIA,CA,RUBELLA,10,October
196644,West,CALIFORNIA,CA,RUBELLA,18,October
196645,West,CALIFORNIA,CA,RUBELLA,7,November
196646,West,CALIFORNIA,CA,RUBELLA,18,November
196647,West,CALIFORNIA,CA,RUBELLA,17,November
196648,West,CALIFORNIA,CA,RUBELLA,22,November
196650,West,CALIFORNIA,CA,RUBELLA,34,December
196651,West,CALIFORNIA,CA,RUBELLA,60,December
196652,West,CALIFORNIA,CA,RUBELLA,24,December
196601,West,COLORADO,CO,HEPATITIS A,1,January
196602,West,COLORADO,CO,HEPATITIS A,3,January
196604,West,COLORADO,CO,HEPATITIS A,5,January
196605,West,COLORADO,CO,HEPATITIS A,7,January
196606,West,COLORADO,CO,HEPATITIS A,15,February
196607,West,COLORADO,CO,HEPATITIS A,8,February
196608,West,COLORADO,CO,HEPATITIS A,11,February
196609,West,COLORADO,CO,HEPATITIS A,8,February
196610,West,COLORADO,CO,HEPATITIS A,14,March
196611,West,COLORADO,CO,HEPATITIS A,4,March
196612,West,COLORADO,CO,HEPATITIS A,4,March
196613,West,COLORADO,CO,HEPATITIS A,4,March
196614,West,COLORADO,CO,HEPATITIS A,11,April
196615,West,COLORADO,CO,HEPATITIS A,21,April
196617,West,COLORADO,CO,HEPATITIS A,2,April
196619,West,COLORADO,CO,HEPATITIS A,4,May
196620,West,COLORADO,CO,HEPATITIS A,7,May
196621,West,COLORADO,CO,HEPATITIS A,8,May
196622,West,COLORADO,CO,HEPATITIS A,5,May
196623,West,COLORADO,CO,HEPATITIS A,9,June
196624,West,COLORADO,CO,HEPATITIS A,2,June
196625,West,COLORADO,CO,HEPATITIS A,4,June
196626,West,COLORADO,CO,HEPATITIS A,6,June
196627,West,COLORADO,CO,HEPATITIS A,1,July
196628,West,COLORADO,CO,HEPATITIS A,5,July
196630,West,COLORADO,CO,HEPATITIS A,22,July
196631,West,COLORADO,CO,HEPATITIS A,8,July
196632,West,COLORADO,CO,HEPATITIS A,5,August
196633,West,COLORADO,CO,HEPATITIS A,2,August
196634,West,COLORADO,CO,HEPATITIS A,3,August
196635,West,COLORADO,CO,HEPATITIS A,5,August
196636,West,COLORADO,CO,HEPATITIS A,1,September
196637,West,COLORADO,CO,HEPATITIS A,11,September
196638,West,COLORADO,CO,HEPATITIS A,3,September
196639,West,COLORADO,CO,HEPATITIS A,4,September
196640,West,COLORADO,CO,HEPATITIS A,2,October
196641,West,COLORADO,CO,HEPATITIS A,3,October
196642,West,COLORADO,CO,HEPATITIS A,16,October
196643,West,COLORADO,CO,HEPATITIS A,4,October
196644,West,COLORADO,CO,HEPATITIS A,5,October
196645,West,COLORADO,CO,HEPATITIS A,1,November
196646,West,COLORADO,CO,HEPATITIS A,7,November
196647,West,COLORADO,CO,HEPATITIS A,5,November
196648,West,COLORADO,CO,HEPATITIS A,6,November
196649,West,COLORADO,CO,HEPATITIS A,5,December
196650,West,COLORADO,CO,HEPATITIS A,1,December
196651,West,COLORADO,CO,HEPATITIS A,2,December
196652,West,COLORADO,CO,HEPATITIS A,2,December
196601,West,COLORADO,CO,MEASLES,5,January
196602,West,COLORADO,CO,MEASLES,22,January
196603,West,COLORADO,CO,MEASLES,12,January
196604,West,COLORADO,CO,MEASLES,22,January
196605,West,COLORADO,CO,MEASLES,48,January
196606,West,COLORADO,CO,MEASLES,40,February
196607,West,COLORADO,CO,MEASLES,39,February
196608,West,COLORADO,CO,MEASLES,35,February
196609,West,COLORADO,CO,MEASLES,10,February
196610,West,COLORADO,CO,MEASLES,90,March
196611,West,COLORADO,CO,MEASLES,53,March
196612,West,COLORADO,CO,MEASLES,116,March
196613,West,COLORADO,CO,MEASLES,58,March
196614,West,COLORADO,CO,MEASLES,50,April
196615,West,COLORADO,CO,MEASLES,41,April
196616,West,COLORADO,CO,MEASLES,39,April
196617,West,COLORADO,CO,MEASLES,57,April
196618,West,COLORADO,CO,MEASLES,46,May
196619,West,COLORADO,CO,MEASLES,49,May
196620,West,COLORADO,CO,MEASLES,52,May
196621,West,COLORADO,CO,MEASLES,49,May
196622,West,COLORADO,CO,MEASLES,48,May
196623,West,COLORADO,CO,MEASLES,44,June
196624,West,COLORADO,CO,MEASLES,60,June
196625,West,COLORADO,CO,MEASLES,11,June
196626,West,COLORADO,CO,MEASLES,34,June
196627,West,COLORADO,CO,MEASLES,33,July
196628,West,COLORADO,CO,MEASLES,9,July
196629,West,COLORADO,CO,MEASLES,21,July
196630,West,COLORADO,CO,MEASLES,25,July
196631,West,COLORADO,CO,MEASLES,13,July
196632,West,COLORADO,CO,MEASLES,38,August
196633,West,COLORADO,CO,MEASLES,7,August
196634,West,COLORADO,CO,MEASLES,1,August
196635,West,COLORADO,CO,MEASLES,22,August
196636,West,COLORADO,CO,MEASLES,11,September
196637,West,COLORADO,CO,MEASLES,2,September
196638,West,COLORADO,CO,MEASLES,2,September
196639,West,COLORADO,CO,MEASLES,1,September
196640,West,COLORADO,CO,MEASLES,3,October
196641,West,COLORADO,CO,MEASLES,3,October
196642,West,COLORADO,CO,MEASLES,0,October
196643,West,COLORADO,CO,MEASLES,10,October
196644,West,COLORADO,CO,MEASLES,8,October
196645,West,COLORADO,CO,MEASLES,9,November
196646,West,COLORADO,CO,MEASLES,28,November
196647,West,COLORADO,CO,MEASLES,16,November
196648,West,COLORADO,CO,MEASLES,15,November
196650,West,COLORADO,CO,MEASLES,2,December
196651,West,COLORADO,CO,MEASLES,4,December
196652,West,COLORADO,CO,MEASLES,32,December
196602,West,COLORADO,CO,RUBELLA,2,January
196603,West,COLORADO,CO,RUBELLA,16,January
196604,West,COLORADO,CO,RUBELLA,11,January
196605,West,COLORADO,CO,RUBELLA,9,January
196606,West,COLORADO,CO,RUBELLA,13,February
196607,West,COLORADO,CO,RUBELLA,16,February
196608,West,COLORADO,CO,RUBELLA,22,February
196609,West,COLORADO,CO,RUBELLA,15,February
196610,West,COLORADO,CO,RUBELLA,19,March
196611,West,COLORADO,CO,RUBELLA,19,March
196612,West,COLORADO,CO,RUBELLA,35,March
196613,West,COLORADO,CO,RUBELLA,15,March
196614,West,COLORADO,CO,RUBELLA,13,April
196615,West,COLORADO,CO,RUBELLA,40,April
196616,West,COLORADO,CO,RUBELLA,17,April
196617,West,COLORADO,CO,RUBELLA,38,April
196618,West,COLORADO,CO,RUBELLA,34,May
196619,West,COLORADO,CO,RUBELLA,37,May
196620,West,COLORADO,CO,RUBELLA,34,May
196621,West,COLORADO,CO,RUBELLA,15,May
196622,West,COLORADO,CO,RUBELLA,26,May
196623,West,COLORADO,CO,RUBELLA,53,June
196624,West,COLORADO,CO,RUBELLA,35,June
196625,West,COLORADO,CO,RUBELLA,10,June
196626,West,COLORADO,CO,RUBELLA,15,June
196627,West,COLORADO,CO,RUBELLA,19,July
196628,West,COLORADO,CO,RUBELLA,17,July
196629,West,COLORADO,CO,RUBELLA,8,July
196630,West,COLORADO,CO,RUBELLA,4,July
196631,West,COLORADO,CO,RUBELLA,10,July
196632,West,COLORADO,CO,RUBELLA,6,August
196633,West,COLORADO,CO,RUBELLA,8,August
196634,West,COLORADO,CO,RUBELLA,1,August
196635,West,COLORADO,CO,RUBELLA,27,August
196636,West,COLORADO,CO,RUBELLA,4,September
196637,West,COLORADO,CO,RUBELLA,5,September
196639,West,COLORADO,CO,RUBELLA,5,September
196640,West,COLORADO,CO,RUBELLA,9,October
196641,West,COLORADO,CO,RUBELLA,6,October
196643,West,COLORADO,CO,RUBELLA,6,October
196644,West,COLORADO,CO,RUBELLA,2,October
196645,West,COLORADO,CO,RUBELLA,4,November
196646,West,COLORADO,CO,RUBELLA,18,November
196647,West,COLORADO,CO,RUBELLA,1,November
196648,West,COLORADO,CO,RUBELLA,7,November
196650,West,COLORADO,CO,RUBELLA,6,December
196651,West,COLORADO,CO,RUBELLA,5,December
196652,Northeast,COLORADO,CO,RUBELLA,6,December
196601,Northeast,CONNECTICUT,CT,HEPATITIS A,9,January
196602,Northeast,CONNECTICUT,CT,HEPATITIS A,8,January
196603,Northeast,CONNECTICUT,CT,HEPATITIS A,5,January
196604,Northeast,CONNECTICUT,CT,HEPATITIS A,4,January
196605,Northeast,CONNECTICUT,CT,HEPATITIS A,1,January
196606,Northeast,CONNECTICUT,CT,HEPATITIS A,1,February
196607,Northeast,CONNECTICUT,CT,HEPATITIS A,4,February
196608,Northeast,CONNECTICUT,CT,HEPATITIS A,9,February
196609,Northeast,CONNECTICUT,CT,HEPATITIS A,1,February
196610,Northeast,CONNECTICUT,CT,HEPATITIS A,3,March
196611,Northeast,CONNECTICUT,CT,HEPATITIS A,6,March
196612,Northeast,CONNECTICUT,CT,HEPATITIS A,2,March
196613,Northeast,CONNECTICUT,CT,HEPATITIS A,7,March
196614,Northeast,CONNECTICUT,CT,HEPATITIS A,6,April
196615,Northeast,CONNECTICUT,CT,HEPATITIS A,4,April
196616,Northeast,CONNECTICUT,CT,HEPATITIS A,4,April
196617,Northeast,CONNECTICUT,CT,HEPATITIS A,5,April
196618,Northeast,CONNECTICUT,CT,HEPATITIS A,4,May
196619,Northeast,CONNECTICUT,CT,HEPATITIS A,7,May
196620,Northeast,CONNECTICUT,CT,HEPATITIS A,2,May
196621,Northeast,CONNECTICUT,CT,HEPATITIS A,3,May
196622,Northeast,CONNECTICUT,CT,HEPATITIS A,4,May
196623,Northeast,CONNECTICUT,CT,HEPATITIS A,8,June
196624,Northeast,CONNECTICUT,CT,HEPATITIS A,2,June
196625,Northeast,CONNECTICUT,CT,HEPATITIS A,5,June
196626,Northeast,CONNECTICUT,CT,HEPATITIS A,8,June
196627,Northeast,CONNECTICUT,CT,HEPATITIS A,5,July
196628,Northeast,CONNECTICUT,CT,HEPATITIS A,3,July
196629,Northeast,CONNECTICUT,CT,HEPATITIS A,6,July
196630,Northeast,CONNECTICUT,CT,HEPATITIS A,6,July
196631,Northeast,CONNECTICUT,CT,HEPATITIS A,10,July
196632,Northeast,CONNECTICUT,CT,HEPATITIS A,4,August
196633,Northeast,CONNECTICUT,CT,HEPATITIS A,14,August
196634,Northeast,CONNECTICUT,CT,HEPATITIS A,9,August
196635,Northeast,CONNECTICUT,CT,HEPATITIS A,7,August
196636,Northeast,CONNECTICUT,CT,HEPATITIS A,6,September
196637,Northeast,CONNECTICUT,CT,HEPATITIS A,3,September
196638,Northeast,CONNECTICUT,CT,HEPATITIS A,7,September
196639,Northeast,CONNECTICUT,CT,HEPATITIS A,9,September
196640,Northeast,CONNECTICUT,CT,HEPATITIS A,5,October
196641,Northeast,CONNECTICUT,CT,HEPATITIS A,4,October
196642,Northeast,CONNECTICUT,CT,HEPATITIS A,4,October
196643,Northeast,CONNECTICUT,CT,HEPATITIS A,12,October
196644,Northeast,CONNECTICUT,CT,HEPATITIS A,4,October
196645,Northeast,CONNECTICUT,CT,HEPATITIS A,13,November
196646,Northeast,CONNECTICUT,CT,HEPATITIS A,20,November
196647,Northeast,CONNECTICUT,CT,HEPATITIS A,10,November
196648,Northeast,CONNECTICUT,CT,HEPATITIS A,7,November
196649,Northeast,CONNECTICUT,CT,HEPATITIS A,11,December
196650,Northeast,CONNECTICUT,CT,HEPATITIS A,8,December
196651,Northeast,CONNECTICUT,CT,HEPATITIS A,15,December
196652,Northeast,CONNECTICUT,CT,HEPATITIS A,10,December
196601,Northeast,CONNECTICUT,CT,MEASLES,9,January
196602,Northeast,CONNECTICUT,CT,MEASLES,10,January
196603,Northeast,CONNECTICUT,CT,MEASLES,11,January
196604,Northeast,CONNECTICUT,CT,MEASLES,13,January
196605,Northeast,CONNECTICUT,CT,MEASLES,28,January
196606,Northeast,CONNECTICUT,CT,MEASLES,8,February
196607,Northeast,CONNECTICUT,CT,MEASLES,11,February
196608,Northeast,CONNECTICUT,CT,MEASLES,32,February
196609,Northeast,CONNECTICUT,CT,MEASLES,14,February
196610,Northeast,CONNECTICUT,CT,MEASLES,53,March
196611,Northeast,CONNECTICUT,CT,MEASLES,67,March
196612,Northeast,CONNECTICUT,CT,MEASLES,34,March
196613,Northeast,CONNECTICUT,CT,MEASLES,42,March
196614,Northeast,CONNECTICUT,CT,MEASLES,21,April
196615,Northeast,CONNECTICUT,CT,MEASLES,33,April
196616,Northeast,CONNECTICUT,CT,MEASLES,31,April
196617,Northeast,CONNECTICUT,CT,MEASLES,24,April
196618,Northeast,CONNECTICUT,CT,MEASLES,50,May
196619,Northeast,CONNECTICUT,CT,MEASLES,32,May
196620,Northeast,CONNECTICUT,CT,MEASLES,71,May
196621,Northeast,CONNECTICUT,CT,MEASLES,74,May
196622,Northeast,CONNECTICUT,CT,MEASLES,43,May
196623,Northeast,CONNECTICUT,CT,MEASLES,59,June
196624,Northeast,CONNECTICUT,CT,MEASLES,37,June
196625,Northeast,CONNECTICUT,CT,MEASLES,17,June
196626,Northeast,CONNECTICUT,CT,MEASLES,25,June
196627,Northeast,CONNECTICUT,CT,MEASLES,11,July
196628,Northeast,CONNECTICUT,CT,MEASLES,2,July
196629,Northeast,CONNECTICUT,CT,MEASLES,8,July
196630,Northeast,CONNECTICUT,CT,MEASLES,9,July
196631,Northeast,CONNECTICUT,CT,MEASLES,1,July
196632,Northeast,CONNECTICUT,CT,MEASLES,6,August
196633,Northeast,CONNECTICUT,CT,MEASLES,1,August
196634,Northeast,CONNECTICUT,CT,MEASLES,0,August
196635,Northeast,CONNECTICUT,CT,MEASLES,1,August
196636,Northeast,CONNECTICUT,CT,MEASLES,2,September
196637,Northeast,CONNECTICUT,CT,MEASLES,2,September
196638,Northeast,CONNECTICUT,CT,MEASLES,0,September
196639,Northeast,CONNECTICUT,CT,MEASLES,3,September
196640,Northeast,CONNECTICUT,CT,MEASLES,2,October
196641,Northeast,CONNECTICUT,CT,MEASLES,1,October
196642,Northeast,CONNECTICUT,CT,MEASLES,3,October
196643,Northeast,CONNECTICUT,CT,MEASLES,2,October
196644,Northeast,CONNECTICUT,CT,MEASLES,4,October
196645,Northeast,CONNECTICUT,CT,MEASLES,3,November
196646,Northeast,CONNECTICUT,CT,MEASLES,11,November
196647,Northeast,CONNECTICUT,CT,MEASLES,5,November
196648,Northeast,CONNECTICUT,CT,MEASLES,6,November
196650,Northeast,CONNECTICUT,CT,MEASLES,1,December
196651,Northeast,CONNECTICUT,CT,MEASLES,8,December
196652,Northeast,CONNECTICUT,CT,MEASLES,3,December
196601,Northeast,CONNECTICUT,CT,RUBELLA,11,January
196602,Northeast,CONNECTICUT,CT,RUBELLA,30,January
196603,Northeast,CONNECTICUT,CT,RUBELLA,39,January
196604,Northeast,CONNECTICUT,CT,RUBELLA,50,January
196605,Northeast,CONNECTICUT,CT,RUBELLA,72,January
196606,Northeast,CONNECTICUT,CT,RUBELLA,44,February
196607,Northeast,CONNECTICUT,CT,RUBELLA,44,February
196608,Northeast,CONNECTICUT,CT,RUBELLA,40,February
196609,Northeast,CONNECTICUT,CT,RUBELLA,99,February
196610,Northeast,CONNECTICUT,CT,RUBELLA,84,March
196611,Northeast,CONNECTICUT,CT,RUBELLA,110,March
196612,Northeast,CONNECTICUT,CT,RUBELLA,87,March
196613,Northeast,CONNECTICUT,CT,RUBELLA,107,March
196614,Northeast,CONNECTICUT,CT,RUBELLA,53,April
196615,Northeast,CONNECTICUT,CT,RUBELLA,102,April
196616,Northeast,CONNECTICUT,CT,RUBELLA,115,April
196617,Northeast,CONNECTICUT,CT,RUBELLA,61,April
196618,Northeast,CONNECTICUT,CT,RUBELLA,43,May
196619,Northeast,CONNECTICUT,CT,RUBELLA,135,May
196620,Northeast,CONNECTICUT,CT,RUBELLA,85,May
196621,Northeast,CONNECTICUT,CT,RUBELLA,99,May
196622,Northeast,CONNECTICUT,CT,RUBELLA,85,May
196623,Northeast,CONNECTICUT,CT,RUBELLA,59,June
196624,Northeast,CONNECTICUT,CT,RUBELLA,67,June
196625,Northeast,CONNECTICUT,CT,RUBELLA,66,June
196626,Northeast,CONNECTICUT,CT,RUBELLA,18,June
196627,Northeast,CONNECTICUT,CT,RUBELLA,39,July
196628,Northeast,CONNECTICUT,CT,RUBELLA,25,July
196629,Northeast,CONNECTICUT,CT,RUBELLA,25,July
196630,Northeast,CONNECTICUT,CT,RUBELLA,13,July
196631,Northeast,CONNECTICUT,CT,RUBELLA,8,July
196632,Northeast,CONNECTICUT,CT,RUBELLA,16,August
196633,Northeast,CONNECTICUT,CT,RUBELLA,15,August
196634,Northeast,CONNECTICUT,CT,RUBELLA,14,August
196635,Northeast,CONNECTICUT,CT,RUBELLA,7,August
196636,Northeast,CONNECTICUT,CT,RUBELLA,4,September
196637,Northeast,CONNECTICUT,CT,RUBELLA,7,September
196638,Northeast,CONNECTICUT,CT,RUBELLA,13,September
196639,Northeast,CONNECTICUT,CT,RUBELLA,18,September
196640,Northeast,CONNECTICUT,CT,RUBELLA,12,October
196641,Northeast,CONNECTICUT,CT,RUBELLA,13,October
196642,Northeast,CONNECTICUT,CT,RUBELLA,12,October
196643,Northeast,CONNECTICUT,CT,RUBELLA,10,October
