Week,Region,State,Abbreviation,Disease,Total
196642,West,MONTANA,MT,RUBELLA,1
196643,West,MONTANA,MT,RUBELLA,10
196646,West,MONTANA,MT,RUBELLA,3
196648,West,MONTANA,MT,RUBELLA,3
196650,West,MONTANA,MT,RUBELLA,1
196603,Midwest,NEBRASKA,NE,HEPATITIS A,4
196610,Midwest,NEBRASKA,NE,HEPATITIS A,1
196611,Midwest,NEBRASKA,NE,HEPATITIS A,1
196613,Midwest,NEBRASKA,NE,HEPATITIS A,1
196614,Midwest,NEBRASKA,NE,HEPATITIS A,3
196615,Midwest,NEBRASKA,NE,HEPATITIS A,1
196617,Midwest,NEBRASKA,NE,HEPATITIS A,2
196618,Midwest,NEBRASKA,NE,HEPATITIS A,5
196620,Midwest,NEBRASKA,NE,HEPATITIS A,3
196621,Midwest,NEBRASKA,NE,HEPATITIS A,1
196622,Midwest,NEBRASKA,NE,HEPATITIS A,2
196623,Midwest,NEBRASKA,NE,HEPATITIS A,3
196628,Midwest,NEBRASKA,NE,HEPATITIS A,1
196629,Midwest,NEBRASKA,NE,HEPATITIS A,1
196631,Midwest,NEBRASKA,NE,HEPATITIS A,3
196634,Midwest,NEBRASKA,NE,HEPATITIS A,1
196637,Midwest,NEBRASKA,NE,HEPATITIS A,1
196638,Midwest,NEBRASKA,NE,HEPATITIS A,3
196640,Midwest,NEBRASKA,NE,HEPATITIS A,3
196642,Midwest,NEBRASKA,NE,HEPATITIS A,5
196645,Midwest,NEBRASKA,NE,HEPATITIS A,1
196649,Midwest,NEBRASKA,NE,HEPATITIS A,1
196651,Midwest,NEBRASKA,NE,HEPATITIS A,1
196652,Midwest,NEBRASKA,NE,HEPATITIS A,1
196601,Midwest,NEBRASKA,NE,MEASLES,3
196602,Midwest,NEBRASKA,NE,MEASLES,1
196603,Midwest,NEBRASKA,NE,MEASLES,1
196604,Midwest,NEBRASKA,NE,MEASLES,3
196605,Midwest,NEBRASKA,NE,MEASLES,1
196606,Midwest,NEBRASKA,NE,MEASLES,6
196607,Midwest,NEBRASKA,NE,MEASLES,0
196608,Midwest,NEBRASKA,NE,MEASLES,2
196609,Midwest,NEBRASKA,NE,MEASLES,18
196610,Midwest,NEBRASKA,NE,MEASLES,0
196611,Midwest,NEBRASKA,NE,MEASLES,1
196612,Midwest,NEBRASKA,NE,MEASLES,6
196613,Midwest,NEBRASKA,NE,MEASLES,0
196614,Midwest,NEBRASKA,NE,MEASLES,0
196615,Midwest,NEBRASKA,NE,MEASLES,0
196616,Midwest,NEBRASKA,NE,MEASLES,2
196617,Midwest,NEBRASKA,NE,MEASLES,0
196618,Midwest,NEBRASKA,NE,MEASLES,24
196619,Midwest,NEBRASKA,NE,MEASLES,1
196620,Midwest,NEBRASKA,NE,MEASLES,0
196621,Midwest,NEBRASKA,NE,MEASLES,1
196622,Midwest,NEBRASKA,NE,MEASLES,1
196623,Midwest,NEBRASKA,NE,MEASLES,3
196624,Midwest,NEBRASKA,NE,MEASLES,1
196625,Midwest,NEBRASKA,NE,MEASLES,0
196626,Midwest,NEBRASKA,NE,MEASLES,0
196627,Midwest,NEBRASKA,NE,MEASLES,0
196628,Midwest,NEBRASKA,NE,MEASLES,0
196629,Midwest,NEBRASKA,NE,MEASLES,0
196630,Midwest,NEBRASKA,NE,MEASLES,0
196631,Midwest,NEBRASKA,NE,MEASLES,0
196632,Midwest,NEBRASKA,NE,MEASLES,0
196633,Midwest,NEBRASKA,NE,MEASLES,0
196634,Midwest,NEBRASKA,NE,MEASLES,1
196635,Midwest,NEBRASKA,NE,MEASLES,0
196636,Midwest,NEBRASKA,NE,MEASLES,0
196637,Midwest,NEBRASKA,NE,MEASLES,1
196638,Midwest,NEBRASKA,NE,MEASLES,0
196639,Midwest,NEBRASKA,NE,MEASLES,0
196640,Midwest,NEBRASKA,NE,MEASLES,0
196641,Midwest,NEBRASKA,NE,MEASLES,0
196642,Midwest,NEBRASKA,NE,MEASLES,0
196643,Midwest,NEBRASKA,NE,MEASLES,0
196644,Midwest,NEBRASKA,NE,MEASLES,8
196645,Midwest,NEBRASKA,NE,MEASLES,41
196646,Midwest,NEBRASKA,NE,MEASLES,19
196647,Midwest,NEBRASKA,NE,MEASLES,8
196648,Midwest,NEBRASKA,NE,MEASLES,1
196650,Midwest,NEBRASKA,NE,MEASLES,1
196651,Midwest,NEBRASKA,NE,MEASLES,14
196652,Midwest,NEBRASKA,NE,MEASLES,0
196614,Midwest,NEBRASKA,NE,RUBELLA,3
196625,Midwest,NEBRASKA,NE,RUBELLA,1
196644,Midwest,NEBRASKA,NE,RUBELLA,1
196601,West,NEVADA,NV,HEPATITIS A,3
196602,West,NEVADA,NV,HEPATITIS A,4
196603,West,NEVADA,NV,HEPATITIS A,1
196605,West,NEVADA,NV,HEPATITIS A,2
196613,West,NEVADA,NV,HEPATITIS A,2
196616,West,NEVADA,NV,HEPATITIS A,1
196638,West,NEVADA,NV,HEPATITIS A,3
196640,West,NEVADA,NV,HEPATITIS A,3
196642,West,NEVADA,NV,HEPATITIS A,1
196648,West,NEVADA,NV,HEPATITIS A,1
196601,West,NEVADA,NV,MEASLES,4
196603,West,NEVADA,NV,MEASLES,0
196604,West,NEVADA,NV,MEASLES,0
196605,West,NEVADA,NV,MEASLES,0
196606,West,NEVADA,NV,MEASLES,0
196607,West,NEVADA,NV,MEASLES,0
196608,West,NEVADA,NV,MEASLES,0
196609,West,NEVADA,NV,MEASLES,0
196610,West,NEVADA,NV,MEASLES,3
196611,West,NEVADA,NV,MEASLES,0
196612,West,NEVADA,NV,MEASLES,0
196613,West,NEVADA,NV,MEASLES,0
196614,West,NEVADA,NV,MEASLES,17
196615,West,NEVADA,NV,MEASLES,0
196616,West,NEVADA,NV,MEASLES,0
196617,West,NEVADA,NV,MEASLES,0
196618,West,NEVADA,NV,MEASLES,0
196619,West,NEVADA,NV,MEASLES,9
196620,West,NEVADA,NV,MEASLES,0
196621,West,NEVADA,NV,MEASLES,0
196622,West,NEVADA,NV,MEASLES,3
196623,West,NEVADA,NV,MEASLES,0
196624,West,NEVADA,NV,MEASLES,0
196625,West,NEVADA,NV,MEASLES,3
196626,West,NEVADA,NV,MEASLES,0
196627,West,NEVADA,NV,MEASLES,4
196628,West,NEVADA,NV,MEASLES,0
196629,West,NEVADA,NV,MEASLES,0
196630,West,NEVADA,NV,MEASLES,0
196631,West,NEVADA,NV,MEASLES,0
196632,West,NEVADA,NV,MEASLES,0
196633,West,NEVADA,NV,MEASLES,0
196634,West,NEVADA,NV,MEASLES,0
196635,West,NEVADA,NV,MEASLES,0
196636,West,NEVADA,NV,MEASLES,0
196637,West,NEVADA,NV,MEASLES,0
196638,West,NEVADA,NV,MEASLES,0
196639,West,NEVADA,NV,MEASLES,1
196640,West,NEVADA,NV,MEASLES,1
196641,West,NEVADA,NV,MEASLES,0
196642,West,NEVADA,NV,MEASLES,2
196643,West,NEVADA,NV,MEASLES,3
196644,West,NEVADA,NV,MEASLES,0
196645,West,NEVADA,NV,MEASLES,2
196646,West,NEVADA,NV,MEASLES,3
196647,West,NEVADA,NV,MEASLES,0
196648,West,NEVADA,NV,MEASLES,0
196651,West,NEVADA,NV,MEASLES,2
196652,West,NEVADA,NV,MEASLES,7
196601,West,NEVADA,NV,RUBELLA,0
196601,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3
196602,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196604,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2
196606,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3
196607,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3
196608,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196609,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3
196610,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4
196611,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196613,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196614,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4
196615,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196616,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196617,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2
196621,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196622,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196624,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196625,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196626,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196629,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196630,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4
196631,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196634,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2
196635,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196638,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196640,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196641,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196642,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3
196645,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2
196647,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196649,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196651,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196652,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1
196601,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196602,Northeast,NEW HAMPSHIRE,NH,MEASLES,2
196603,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196604,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196605,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196606,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196607,Northeast,NEW HAMPSHIRE,NH,MEASLES,3
196608,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196609,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196610,Northeast,NEW HAMPSHIRE,NH,MEASLES,2
196611,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196612,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196613,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196614,Northeast,NEW HAMPSHIRE,NH,MEASLES,8
196615,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196616,Northeast,NEW HAMPSHIRE,NH,MEASLES,5
196617,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196618,Northeast,NEW HAMPSHIRE,NH,MEASLES,7
196619,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196620,Northeast,NEW HAMPSHIRE,NH,MEASLES,5
196621,Northeast,NEW HAMPSHIRE,NH,MEASLES,3
196622,Northeast,NEW HAMPSHIRE,NH,MEASLES,2
196623,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196624,Northeast,NEW HAMPSHIRE,NH,MEASLES,5
196625,Northeast,NEW HAMPSHIRE,NH,MEASLES,10
196626,Northeast,NEW HAMPSHIRE,NH,MEASLES,5
196627,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196628,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196629,Northeast,NEW HAMPSHIRE,NH,MEASLES,2
196630,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196631,Northeast,NEW HAMPSHIRE,NH,MEASLES,8
196632,Northeast,NEW HAMPSHIRE,NH,MEASLES,3
196633,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196634,Northeast,NEW HAMPSHIRE,NH,MEASLES,1
196635,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196636,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196637,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196638,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196639,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196640,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196641,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196642,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196643,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196644,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196645,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196646,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196647,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196648,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196651,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196652,Northeast,NEW HAMPSHIRE,NH,MEASLES,0
196601,Northeast,NEW HAMPSHIRE,NH,RUBELLA,9
196603,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1
196604,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196606,Northeast,NEW HAMPSHIRE,NH,RUBELLA,5
196607,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1
196609,Northeast,NEW HAMPSHIRE,NH,RUBELLA,7
196610,Northeast,NEW HAMPSHIRE,NH,RUBELLA,14
196611,Northeast,NEW HAMPSHIRE,NH,RUBELLA,16
196614,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196615,Northeast,NEW HAMPSHIRE,NH,RUBELLA,4
196616,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196618,Northeast,NEW HAMPSHIRE,NH,RUBELLA,3
196620,Northeast,NEW HAMPSHIRE,NH,RUBELLA,7
196621,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196624,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1
196626,Northeast,NEW HAMPSHIRE,NH,RUBELLA,9
196627,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196628,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2
196640,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1
196642,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1
196601,Northeast,NEW JERSEY,NJ,HEPATITIS A,21
196602,Northeast,NEW JERSEY,NJ,HEPATITIS A,25
196603,Northeast,NEW JERSEY,NJ,HEPATITIS A,10
196604,Northeast,NEW JERSEY,NJ,HEPATITIS A,18
196605,Northeast,NEW JERSEY,NJ,HEPATITIS A,15
196606,Northeast,NEW JERSEY,NJ,HEPATITIS A,14
196607,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196608,Northeast,NEW JERSEY,NJ,HEPATITIS A,6
196609,Northeast,NEW JERSEY,NJ,HEPATITIS A,19
196610,Northeast,NEW JERSEY,NJ,HEPATITIS A,24
196611,Northeast,NEW JERSEY,NJ,HEPATITIS A,16
196612,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196613,Northeast,NEW JERSEY,NJ,HEPATITIS A,14
196614,Northeast,NEW JERSEY,NJ,HEPATITIS A,15
196615,Northeast,NEW JERSEY,NJ,HEPATITIS A,15
196616,Northeast,NEW JERSEY,NJ,HEPATITIS A,19
196617,Northeast,NEW JERSEY,NJ,HEPATITIS A,13
196618,Northeast,NEW JERSEY,NJ,HEPATITIS A,38
196619,Northeast,NEW JERSEY,NJ,HEPATITIS A,21
196620,Northeast,NEW JERSEY,NJ,HEPATITIS A,27
196621,Northeast,NEW JERSEY,NJ,HEPATITIS A,26
196622,Northeast,NEW JERSEY,NJ,HEPATITIS A,25
196623,Northeast,NEW JERSEY,NJ,HEPATITIS A,10
196624,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196625,Northeast,NEW JERSEY,NJ,HEPATITIS A,20
196626,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196627,Northeast,NEW JERSEY,NJ,HEPATITIS A,13
196628,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196629,Northeast,NEW JERSEY,NJ,HEPATITIS A,16
196630,Northeast,NEW JERSEY,NJ,HEPATITIS A,8
196631,Northeast,NEW JERSEY,NJ,HEPATITIS A,11
196632,Northeast,NEW JERSEY,NJ,HEPATITIS A,18
196633,Northeast,NEW JERSEY,NJ,HEPATITIS A,9
196634,Northeast,NEW JERSEY,NJ,HEPATITIS A,15
196635,Northeast,NEW JERSEY,NJ,HEPATITIS A,10
196636,Northeast,NEW JERSEY,NJ,HEPATITIS A,13
196637,Northeast,NEW JERSEY,NJ,HEPATITIS A,11
196638,Northeast,NEW JERSEY,NJ,HEPATITIS A,19
196639,Northeast,NEW JERSEY,NJ,HEPATITIS A,26
196640,Northeast,NEW JERSEY,NJ,HEPATITIS A,26
196641,Northeast,NEW JERSEY,NJ,HEPATITIS A,15
196642,Northeast,NEW JERSEY,NJ,HEPATITIS A,17
196643,Northeast,NEW JERSEY,NJ,HEPATITIS A,32
196644,Northeast,NEW JERSEY,NJ,HEPATITIS A,29
196645,Northeast,NEW JERSEY,NJ,HEPATITIS A,19
196646,Northeast,NEW JERSEY,NJ,HEPATITIS A,24
196647,Northeast,NEW JERSEY,NJ,HEPATITIS A,33
196648,Northeast,NEW JERSEY,NJ,HEPATITIS A,29
196649,Northeast,NEW JERSEY,NJ,HEPATITIS A,24
196650,Northeast,NEW JERSEY,NJ,HEPATITIS A,12
196651,Northeast,NEW JERSEY,NJ,HEPATITIS A,19
196652,Northeast,NEW JERSEY,NJ,HEPATITIS A,13
196601,Northeast,NEW JERSEY,NJ,MEASLES,190
196602,Northeast,NEW JERSEY,NJ,MEASLES,51
196603,Northeast,NEW JERSEY,NJ,MEASLES,17
196604,Northeast,NEW JERSEY,NJ,MEASLES,44
196605,Northeast,NEW JERSEY,NJ,MEASLES,27
196606,Northeast,NEW JERSEY,NJ,MEASLES,118
196607,Northeast,NEW JERSEY,NJ,MEASLES,126
196608,Northeast,NEW JERSEY,NJ,MEASLES,113
196609,Northeast,NEW JERSEY,NJ,MEASLES,107
196610,Northeast,NEW JERSEY,NJ,MEASLES,178
196611,Northeast,NEW JERSEY,NJ,MEASLES,115
196612,Northeast,NEW JERSEY,NJ,MEASLES,93
196613,Northeast,NEW JERSEY,NJ,MEASLES,93
196614,Northeast,NEW JERSEY,NJ,MEASLES,56
196615,Northeast,NEW JERSEY,NJ,MEASLES,45
196616,Northeast,NEW JERSEY,NJ,MEASLES,77
196617,Northeast,NEW JERSEY,NJ,MEASLES,57
196618,Northeast,NEW JERSEY,NJ,MEASLES,48
196619,Northeast,NEW JERSEY,NJ,MEASLES,52
196620,Northeast,NEW JERSEY,NJ,MEASLES,67
196621,Northeast,NEW JERSEY,NJ,MEASLES,36
196622,Northeast,NEW JERSEY,NJ,MEASLES,18
196623,Northeast,NEW JERSEY,NJ,MEASLES,57
196624,Northeast,NEW JERSEY,NJ,MEASLES,18
196625,Northeast,NEW JERSEY,NJ,MEASLES,20
196626,Northeast,NEW JERSEY,NJ,MEASLES,0
196627,Northeast,NEW JERSEY,NJ,MEASLES,4
196628,Northeast,NEW JERSEY,NJ,MEASLES,6
196629,Northeast,NEW JERSEY,NJ,MEASLES,7
196630,Northeast,NEW JERSEY,NJ,MEASLES,2
196631,Northeast,NEW JERSEY,NJ,MEASLES,2
196632,Northeast,NEW JERSEY,NJ,MEASLES,0
196633,Northeast,NEW JERSEY,NJ,MEASLES,0
196634,Northeast,NEW JERSEY,NJ,MEASLES,1
196635,Northeast,NEW JERSEY,NJ,MEASLES,0
196636,Northeast,NEW JERSEY,NJ,MEASLES,1
196637,Northeast,NEW JERSEY,NJ,MEASLES,0
196638,Northeast,NEW JERSEY,NJ,MEASLES,0
196639,Northeast,NEW JERSEY,NJ,MEASLES,2
196640,Northeast,NEW JERSEY,NJ,MEASLES,7
196641,Northeast,NEW JERSEY,NJ,MEASLES,7
196642,Northeast,NEW JERSEY,NJ,MEASLES,6
196643,Northeast,NEW JERSEY,NJ,MEASLES,14
196644,Northeast,NEW JERSEY,NJ,MEASLES,13
196645,Northeast,NEW JERSEY,NJ,MEASLES,4
196646,Northeast,NEW JERSEY,NJ,MEASLES,14
196647,Northeast,NEW JERSEY,NJ,MEASLES,21
196648,Northeast,NEW JERSEY,NJ,MEASLES,34
196650,Northeast,NEW JERSEY,NJ,MEASLES,20
196651,Northeast,NEW JERSEY,NJ,MEASLES,22
196652,Northeast,NEW JERSEY,NJ,MEASLES,5
196601,Northeast,NEW JERSEY,NJ,RUBELLA,0
196601,West,NEW MEXICO,NM,HEPATITIS A,13
196602,West,NEW MEXICO,NM,HEPATITIS A,15
196603,West,NEW MEXICO,NM,HEPATITIS A,13
196604,West,NEW MEXICO,NM,HEPATITIS A,21
196605,West,NEW MEXICO,NM,HEPATITIS A,23
196606,West,NEW MEXICO,NM,HEPATITIS A,13
196607,West,NEW MEXICO,NM,HEPATITIS A,20
196608,West,NEW MEXICO,NM,HEPATITIS A,15
196609,West,NEW MEXICO,NM,HEPATITIS A,7
196610,West,NEW MEXICO,NM,HEPATITIS A,9
196611,West,NEW MEXICO,NM,HEPATITIS A,8
196612,West,NEW MEXICO,NM,HEPATITIS A,1
196613,West,NEW MEXICO,NM,HEPATITIS A,5
196614,West,NEW MEXICO,NM,HEPATITIS A,8
196615,West,NEW MEXICO,NM,HEPATITIS A,5
196616,West,NEW MEXICO,NM,HEPATITIS A,6
196617,West,NEW MEXICO,NM,HEPATITIS A,8
196618,West,NEW MEXICO,NM,HEPATITIS A,8
196619,West,NEW MEXICO,NM,HEPATITIS A,6
196620,West,NEW MEXICO,NM,HEPATITIS A,1
196621,West,NEW MEXICO,NM,HEPATITIS A,5
196622,West,NEW MEXICO,NM,HEPATITIS A,3
196623,West,NEW MEXICO,NM,HEPATITIS A,6
196624,West,NEW MEXICO,NM,HEPATITIS A,5
196625,West,NEW MEXICO,NM,HEPATITIS A,4
196626,West,NEW MEXICO,NM,HEPATITIS A,3
196627,West,NEW MEXICO,NM,HEPATITIS A,3
196628,West,NEW MEXICO,NM,HEPATITIS A,10
196629,West,NEW MEXICO,NM,HEPATITIS A,3
196630,West,NEW MEXICO,NM,HEPATITIS A,3
196631,West,NEW MEXICO,NM,HEPATITIS A,6
196632,West,NEW MEXICO,NM,HEPATITIS A,4
196633,West,NEW MEXICO,NM,HEPATITIS A,8
196634,West,NEW MEXICO,NM,HEPATITIS A,3
196635,West,NEW MEXICO,NM,HEPATITIS A,1
196636,West,NEW MEXICO,NM,HEPATITIS A,8
196637,West,NEW MEXICO,NM,HEPATITIS A,7
196638,West,NEW MEXICO,NM,HEPATITIS A,4
196639,West,NEW MEXICO,NM,HEPATITIS A,2
196640,West,NEW MEXICO,NM,HEPATITIS A,12
196641,West,NEW MEXICO,NM,HEPATITIS A,21
196642,West,NEW MEXICO,NM,HEPATITIS A,10
196643,West,NEW MEXICO,NM,HEPATITIS A,11
196644,West,NEW MEXICO,NM,HEPATITIS A,12
196645,West,NEW MEXICO,NM,HEPATITIS A,9
196646,West,NEW MEXICO,NM,HEPATITIS A,2
196647,West,NEW MEXICO,NM,HEPATITIS A,20
196648,West,NEW MEXICO,NM,HEPATITIS A,26
196649,West,NEW MEXICO,NM,HEPATITIS A,19
196650,West,NEW MEXICO,NM,HEPATITIS A,24
196651,West,NEW MEXICO,NM,HEPATITIS A,9
196652,West,NEW MEXICO,NM,HEPATITIS A,11
196601,West,NEW MEXICO,NM,MEASLES,2
196603,West,NEW MEXICO,NM,MEASLES,1
196604,West,NEW MEXICO,NM,MEASLES,1
196605,West,NEW MEXICO,NM,MEASLES,0
196606,West,NEW MEXICO,NM,MEASLES,0
196607,West,NEW MEXICO,NM,MEASLES,11
196608,West,NEW MEXICO,NM,MEASLES,27
196609,West,NEW MEXICO,NM,MEASLES,22
196610,West,NEW MEXICO,NM,MEASLES,13
196611,West,NEW MEXICO,NM,MEASLES,70
196612,West,NEW MEXICO,NM,MEASLES,37
196613,West,NEW MEXICO,NM,MEASLES,52
196614,West,NEW MEXICO,NM,MEASLES,66
196615,West,NEW MEXICO,NM,MEASLES,30
196616,West,NEW MEXICO,NM,MEASLES,133
196617,West,NEW MEXICO,NM,MEASLES,65
196618,West,NEW MEXICO,NM,MEASLES,156
196619,West,NEW MEXICO,NM,MEASLES,151
196620,West,NEW MEXICO,NM,MEASLES,82
196621,West,NEW MEXICO,NM,MEASLES,40
196622,West,NEW MEXICO,NM,MEASLES,5
196623,West,NEW MEXICO,NM,MEASLES,23
196624,West,NEW MEXICO,NM,MEASLES,55
196625,West,NEW MEXICO,NM,MEASLES,20
196626,West,NEW MEXICO,NM,MEASLES,1
196627,West,NEW MEXICO,NM,MEASLES,5
196628,West,NEW MEXICO,NM,MEASLES,25
196629,West,NEW MEXICO,NM,MEASLES,3
196630,West,NEW MEXICO,NM,MEASLES,5
196631,West,NEW MEXICO,NM,MEASLES,7
196632,West,NEW MEXICO,NM,MEASLES,7
196633,West,NEW MEXICO,NM,MEASLES,3
196634,West,NEW MEXICO,NM,MEASLES,12
196635,West,NEW MEXICO,NM,MEASLES,0
196636,West,NEW MEXICO,NM,MEASLES,2
196637,West,NEW MEXICO,NM,MEASLES,0
196638,West,NEW MEXICO,NM,MEASLES,1
196639,West,NEW MEXICO,NM,MEASLES,0
196640,West,NEW MEXICO,NM,MEASLES,0
196641,West,NEW MEXICO,NM,MEASLES,4
196642,West,NEW MEXICO,NM,MEASLES,2
196643,West,NEW MEXICO,NM,MEASLES,2
196644,West,NEW MEXICO,NM,MEASLES,7
196645,West,NEW MEXICO,NM,MEASLES,2
196646,West,NEW MEXICO,NM,MEASLES,3
196647,West,NEW MEXICO,NM,MEASLES,6
196648,West,NEW MEXICO,NM,MEASLES,51
196650,West,NEW MEXICO,NM,MEASLES,12
196651,West,NEW MEXICO,NM,MEASLES,37
196652,West,NEW MEXICO,NM,MEASLES,13
196601,West,NEW MEXICO,NM,RUBELLA,0
196602,Northeast,NEW YORK,NY,HEPATITIS A,74
196603,Northeast,NEW YORK,NY,HEPATITIS A,47
196604,Northeast,NEW YORK,NY,HEPATITIS A,71
196605,Northeast,NEW YORK,NY,HEPATITIS A,44
196606,Northeast,NEW YORK,NY,HEPATITIS A,46
196607,Northeast,NEW YORK,NY,HEPATITIS A,57
196608,Northeast,NEW YORK,NY,HEPATITIS A,39
196609,Northeast,NEW YORK,NY,HEPATITIS A,50
196611,Northeast,NEW YORK,NY,HEPATITIS A,62
196612,Northeast,NEW YORK,NY,HEPATITIS A,58
196613,Northeast,NEW YORK,NY,HEPATITIS A,46
196614,Northeast,NEW YORK,NY,HEPATITIS A,45
196615,Northeast,NEW YORK,NY,HEPATITIS A,36
196616,Northeast,NEW YORK,NY,HEPATITIS A,39
196617,Northeast,NEW YORK,NY,HEPATITIS A,28
196618,Northeast,NEW YORK,NY,HEPATITIS A,45
196619,Northeast,NEW YORK,NY,HEPATITIS A,65
196620,Northeast,NEW YORK,NY,HEPATITIS A,45
196621,Northeast,NEW YORK,NY,HEPATITIS A,64
196622,Northeast,NEW YORK,NY,HEPATITIS A,47
196623,Northeast,NEW YORK,NY,HEPATITIS A,42
196624,Northeast,NEW YORK,NY,HEPATITIS A,48
196625,Northeast,NEW YORK,NY,HEPATITIS A,53
196626,Northeast,NEW YORK,NY,HEPATITIS A,55
196627,Northeast,NEW YORK,NY,HEPATITIS A,32
196628,Northeast,NEW YORK,NY,HEPATITIS A,37
196629,Northeast,NEW YORK,NY,HEPATITIS A,37
196630,Northeast,NEW YORK,NY,HEPATITIS A,50
196631,Northeast,NEW YORK,NY,HEPATITIS A,46
196632,Northeast,NEW YORK,NY,HEPATITIS A,51
196633,Northeast,NEW YORK,NY,HEPATITIS A,34
196634,Northeast,NEW YORK,NY,HEPATITIS A,31
196635,Northeast,NEW YORK,NY,HEPATITIS A,39
196636,Northeast,NEW YORK,NY,HEPATITIS A,35
